title,publication_date,author,genre,average_rating,num_of_ratings,num_of_pages,rank,language,current_readers,already_read,year
The Vertigo Encyclopedia,,Alexander C. Irvine,,4.15,86,240.0,1767,English,0,,0
,,,,,0,,1768,English,0,,0
,,,,,0,,1769,,0,,0
,,,,,0,,1770,English,0,,0
,,,,,0,,1771,English,0,,0
,,,,,0,,1772,English,0,,0
,,,,,0,,1773,English,0,,0
,,,,,0,,1774,English,0,,0
,,,,,0,,1775,English,0,,0
,,,,,0,,1776,English,0,,0
Hellblazer de Jamie Delano #3: Hold me,,Jamie Delano,,4.21,73,264.0,1777,Spanish; Castilian,0,,0
In the Shadow of Frankenstein: Tales of the Modern Prometheus,,Stephen Jones,,3.65,84,712.0,1778,English,0,,0
Closing Time mammoth tales,,Michael Chabon,,3.6,85,99.0,1779,English,102,,0
The Sandman: The Dream Hunters (2008-2009) #4 (of 4),,P. Craig Russell,Comics,4.58,66,36.0,1780,English,68,,0
Brothers and Beasts: An Anthology of Men on Fairy Tales,,Jack Zipes,Nonfiction,3.9,77,216.0,1781,English,0,"1,350",0
"Spawn Origins, Deluxe Edition Volume 1",,Todd McFarlane,Comics,4.11,73,620.0,1782,English,0,,0
"Pogo: The Complete Syndicated Comic Strips, Vol. 4",,Walt Kelly,Comics,4.64,64,344.0,1783,English,0,67,0
Guardians of the Galaxy (2013-2015) #7,,Brian Michael Bendis,Marvel,3.87,76,19.0,1784,English,0,14,0
All-Star Future Shocks,,Grant Morrison,Comics,3.53,83,192.0,1785,English,427,,0
Beloved Demons,,C. Anthony Martignetti,Nonfiction,4.21,68,226.0,1786,English,1,343,0
Selected Shorts: Behaving Badly,,Symphony Space,Fiction,3.8,75,,1787,English,0,,0
Grails: Quests of the Dawn,,Richard Gilliam,Fantasy,3.45,82,400.0,1788,English,3,263,0
Vampires in Love: Stories with a Bite,,Rosalind M. Greenberg,Vampires,3.61,75,440.0,1789,English,2,695,0
The Love and Rockets Companion: 30 Years (and Counting),,Marc Sobel,Comics,4.27,63,361.0,1790,English,4,114,0
Surviving Tomorrow: A Charity Anthology,,Bryan Thomas Schmidt,Anthologies,4.0,67,466.0,1791,English,94,75,0
Pwning Tomorrow,,Dave Maass,Fiction,3.59,73,437.0,1792,B0DM1QDQ8T,9,140,0
Batman: HeranÃ§a Maldita,,Grant Morrison,Bande DessinÃ©e,3.97,66,168.0,1793,Portuguese,1,70,0
ÎÎ¹ ÏÏÎ¬ÏÏÎµÏ ÏÎ·Ï ÏÏÏÎ®Ï Î¼Î±Ï,,ÎÎ±ÏÎ¯Î»Î·Ï ÎÏÎ±Î¼ÏÎ¿ÏÏÎ·Ï,Horror,4.11,63,328.0,1794,"Greek, Modern (1453-)",38,,0
Midnight Under the Big Top,,Brian James Freeman,Horror,4.16,62,456.0,1795,English,156,,0
Chip Kidd: Book Two,,Chip Kidd,,3.97,64,320.0,1796,English,6,139,0
A Quest-Lover's Treasury of the Fantastic,,Margaret Weis,Fantasy,3.51,72,320.0,1797,English,10,199,0
Year's Best Fantasy 5,,David G. Hartwell,Fantasy,3.65,69,512.0,1798,English,10,180,0
The Animal Bridegroom,,Sandra Kasturi,Poetry,4.45,56,93.0,1799,English,0,,0
Scholars and Soldiers,,Mary Gentle,Fantasy,3.38,72,192.0,1800,English,0,,0
Year's Best Fantasy 6,,David G. Hartwell,Fantasy,3.73,66,355.0,1801,B014K4VB2C,3,156,0
Will Eisner: Champion of the Graphic Novel,,Paul Levitz,Comics,4.17,59,224.0,1802,English,23,149,0
The Weight of Words,,Dave McKean,Short Stories,3.9,61,248.0,1803,English,0,,0
Year's Best Fantasy 3,,Kathryn Cramer,Fantasy,3.54,67,502.0,1804,English,0,,0
,,,,,0,,1805,Russian,0,,0
Year's Best Young Adult Speculative Fiction 2013,,Julia Rios,Fantasy,4.37,52,308.0,1806,English,0,,0
Fables from the Fountain,,Ian Whates,Anthologies,3.78,60,256.0,1807,English,6,118,0
First Light: A Celebration of Alan Garner,,Erica Wagner,Nonfiction,4.37,52,336.0,1808,English,11,69,0
Impossible Monsters,,Kasey Lansdale,Horror,3.38,66,205.0,1809,English,3,182,0
Anansi Boys I #1,,Marc Bernardin,Graphic Novels,4.44,50,23.0,1810,English,0,,0
Tombs,,Peter Crowther,Horror,3.35,66,346.0,1811,English,0,,0
New Magics: An Anthology of Today's Fantasy,,Patrick Nielsen Hayden,Fantasy,3.4,65,272.0,1812,English,0,,0
Abarat and Other Fantasy Tales for Teens: Abarat/City of the Beasts/Coraline,,Clive Barker,Fantasy,4.23,52,1024.0,1813,English,0,,0
Edited By,,Ellen Datlow,Horror,3.95,55,632.0,1814,English,38,178,0
Doctor Who: Eye of the Tyger,,Paul McAuley,Doctor Who,3.16,68,120.0,1815,English,92,,0
CBLDF Presents: Liberty,,Robert Kirkman,Comics,3.35,63,216.0,1816,English,0,72,0
To Venus and Back,,Tori Amos,Music,4.6,45,200.0,1817,English,0,,0
The Complete Uncle,,J.P. Martin,Childrens,4.74,43,800.0,1818,English,0,,0
Temps,,Alex Stewart,Short Stories,3.59,56,368.0,1819,English,0,,0
Year's Best Fantasy 8,,David G. Hartwell,Fantasy,3.69,54,375.0,1820,English,0,,0
Dark Tides,,John J. Questore,Horror,4.4,45,496.0,1821,English,0,,0
Free Speeches,,Bob Schreck,Nonfiction,3.27,60,50.0,1822,English,0,,0
Science Fiction: The Best of 2003,,Karen Haber,Science Fiction,3.55,55,435.0,1823,English,0,,0
Simon and Kirby: Superheroes,,Joe Simon,Comics,3.96,49,480.0,1824,B013ILNCBQ,5,85,0
12 Common Core Essentials: Literature: Selections from New and Classic Books for the English Language Arts Standards for Middle and High School,,Harper Academic,Education,3.22,60,100.0,1825,English,0,,0
"Mister October, Volume I - An Anthology in Memory of Rick Hautala",,Christopher Golden,Horror,4.09,47,404.0,1826,English,0,,0
Psycho-Mania!,,Stephen Jones,Horror,3.65,52,522.0,1827,English,0,,0
Year's Best Fantasy 4,,David G. Hartwell,Fantasy,3.63,52,484.0,1828,English,0,,0
Live! From Planet Earth: Stories,,George Alec Effinger,Science Fiction,3.88,48,395.0,1829,English,0,,0
The Ocean at the End of the Lane,,Joel Horwood,Plays,4.33,43,116.0,1830,English,0,,0
John Constantine Hellblazer: Obra completa,,Jamie Delano,Comics,4.02,46,166.0,1831,Spanish; Castilian,0,,0
Bill Sienkiewicz: Revolution,,Bill Sienkiewicz,Art,4.49,41,224.0,1832,English,0,,0
Breakthrough,,Enki Bilal,Bande DessinÃ©e,3.47,53,80.0,1833,Portuguese,0,,0
Uncanny Magazine Issue 38: January/February 2021,,Lynne M. Thomas,Fantasy,3.81,47,164.0,1834,English,0,,0
"Hellblazer de Jamie Delano, volumen 2 de 3",,Jamie Delano,Comics,4.02,44,576.0,1835,Spanish; Castilian,0,,0
,,,,,0,,1836,English,0,,0
,,,,,0,,1837,English,0,,0
,,,,,0,,1838,B014I82D7M,0,,0
,,,,,0,,1839,English,0,,0
,,,,,0,,1840,English,0,,0
,,,,,0,,1841,English,0,,0
,,,,,0,,1842,English,0,,0
,,,,,0,,1843,English,0,,0
,,,,,0,,1844,Spanish; Castilian,0,,0
,,,,,0,,1845,English,0,,0
,,,,,0,,1846,English,0,,0
,,,,,0,,1847,English,0,,0
,,,,,0,,1848,English,0,,0
,,,,,0,,1849,English,0,,0
,,,,,0,,1850,English,0,,0
,,,,,0,,1851,English,0,,0
,,,,,0,,1852,English,0,,0
,,,,,0,,1853,English,0,,0
,,,,,0,,1854,1665085630,0,,0
,,,,,0,,1855,English,0,,0
,,,,,0,,1856,English,0,,0
,,,,,0,,1857,English,0,,0
,,,,,0,,1858,English,0,,0
,,,,,0,,1859,English,0,,0
,,,,,0,,1860,English,0,,0
,,,,,0,,1861,Italian,0,,0
,,,,,0,,1862,English,0,,0
,,,,,0,,1863,English,0,,0
,,,,,0,,1864,English,0,,0
,,,,,0,,1865,English,0,,0
,,,,,0,,1866,English,0,,0
,,,,,0,,1867,English,0,,0
,,,,,0,,1868,English,0,,0
,,,,,0,,1869,French,0,,0
,,,,,0,,1870,English,0,,0
,,,,,0,,1871,English,0,,0
,,,,,0,,1872,English,0,,0
,,,,,0,,1873,B01A1MJX90,0,,0
,,,,,0,,1874,English,0,,0
Swamp Thing Book 5,,Alan Moore,Graphic Novels,4.7,23,112.0,1875,English,0,,0
Monolith 003,,Davorin Horak,Science Fiction,4.46,24,560.0,1876,Croatian,0,,0
Deadface: Immortality Isn't Forever,,Eddie Campbell,Graphic Novels,4.42,24,200.0,1877,English,0,,0
Expeditions Comics: The Philippine Graphic/Fiction Awards Vol. 1,,Manix Abrera,,4.48,23,110.0,1878,English,0,,0
The Time Out Book of London Short Stories,,Julie Burchill,Short Stories,3.09,33,272.0,1879,English,4,111,0
Drabble II: Double Century,,Rob Meades,Short Stories,4.08,25,124.0,1880,English,73,,0
"The 2017 Rhysling Anthology: The best science fiction, fantasy & horror poetry of 2016 selected by the Science Fiction Poetry Association",,David C. Kopaska-Merkel,Poetry,4.25,24,216.0,1881,English,0,,0
The Random House Book of Fantasy Stories,,Mike Ashley,Fantasy,4.0,25,403.0,1882,English,0,,0
"DC Comics Presents: Brightest Day, Vol. 1",,Ed Brubaker,Comics,4.26,23,96.0,1883,English,94,,0
"The Complete ""Omaha"" the Cat Dancer, Volume 5",,Reed Waller,Comics,4.22,23,112.0,1884,English,1,17,0
Crossing the Border: Tales of Erotic Ambiguity,,Lisa Tuttle,Anthologies,3.96,24,384.0,1885,English,0,,0
The Art of Bryan Talbot,,Bryan Talbot,Art,4.09,23,96.0,1886,English,36,,0
Die Legende von KÃ¶nig Arthur und den Rittern der Tafelrunde,,John Matthews,Fantasy,4.48,21,844.0,1887,German,7,42,0
Robert Bloch: Appreciations of the Master,,Richard Matheson,Horror,4.43,21,382.0,1888,English,0,38,0
Heroes,,Kurt Busiek,Comics,3.83,24,64.0,1889,English,54,,0
Darker Terrors,,Stephen Jones,Horror,3.42,26,303.0,1890,English,0,64,0
"100 Great Detectives, Or, the Detective Directory",,Maxim Jakubowski,Mystery,3.52,25,255.0,1891,English,62,,0
Poza wyobraÅºniÄ: opowieÅci Davida Copperfielda i innych autorÃ³w,,David Copperfield,Fiction,4.0,22,351.0,1892,Polish,0,,0
Ð¤Ð°Ð½ÑÐstika 2008,,ÐÑÐ°Ð½Ð°Ñ Ð. Ð¡Ð»Ð°Ð²Ð¾Ð²,,4.14,21,528.0,1893,Bulgarian,0,,0
Very Short Stories,,Wired,Short Stories,3.95,22,7.0,1894,English,1,256,0
Blake's 7: The Inside Story,,Joe Nazzaro,Nonfiction,4.3,20,128.0,1895,English,1,27,0
Nove inframondi,,David G. Hartwell,Science Fiction,3.31,26,266.0,1896,Italian,0,,0
Futuredaze 2: Reprise,,Erin Underwood,,3.23,26,290.0,1897,English,0,656,0
Roarin' Rick's Rare Bit Fiends,,Rick Veitch,Comics,3.11,27,,1898,English,2,31,0
Strange Attraction,,Edward E. Kramer,Short Stories,3.73,22,445.0,1899,English,2,87,0
The Fortune Teller,,Lawrence Schimel,Short Stories,3.2,25,,1900,English,0,,0
Folk Horror Short Stories,,Paul Kane,Horror,4.25,24,416.0,1901,English,0,,0
Tales of the Lost: Volume Two,,Eugene Johnson,,4.1,20,216.0,1902,English,16,25,0
Villains! (Roc),,Mary Gentle,Fantasy,3.68,22,,1903,English,61,,0
Cinema Macabre,,Mark Morris,,4.05,19,360.0,1904,English,0,,0
LA STORIA DEL TOPO CATTIVO,,Bryan Talbot,Graphic Novels,3.95,19,,1905,Italian,0,,0
"Myth, Symbol, and Meaning in Mary Poppins",,Giorgia Grilli,Nonfiction,4.11,18,200.0,1906,English,0,,0
Taboo #6,,Stephen R. Bissette,Comics,4.06,18,122.0,1907,English,35,,0
Mike Diana: America: Live/Die,,Marisol Rodriguez,Comics,4.29,17,528.0,1908,English,42,,0
Stardust - BBC Dramatisation,,Dirk Maggs,Fantasy,4.44,16,3.0,1909,English,3,8,0
Invited to Life: Finding Hope after the Holocaust,,B.A. Van Sise,,4.73,15,224.0,1910,English,3,53,0
"The Collected Omaha the Cat Dancer, Vol. 5",,Reed Waller,Comics,4.31,16,126.0,1911,English,40,,0
Hope-in-the-Mist: The Extraordinary Career & Mysterious Life of Hope Mirrlees,,Michael Swanwick,Biography,3.78,18,100.0,1912,English,102,,0
"The British Invasion, Volume 1",,Alan Grant,Comics,3.61,18,,1913,English,0,,0
Ø£ÙØ§Ø ÙØªÙÙÙ,,Ø¯. Ø£Ø­ÙØ¯ ØªØ±ÙÙ,,2.6,25,,1914,English,0,,0
ÐÐ»Ð°Ð³Ð¸Ðµ Ð·Ð½Ð°Ð¼ÐµÐ½Ð¸Ñ,,Terry Pratchett,,4.85,13,512.0,1915,Russian,0,,0
Legends II: New Short Novels by the Masters of Modern Fantasy: Volume Three,,Robert Silverberg,Fantasy,3.65,17,,1916,English,0,,0
The Philippine Graphic/Fiction Awards: Comics Anthology,,Jaime Daez,Graphic Novels,3.65,17,264.0,1917,English,0,,0
Demon Sex,,Amarantha Knight,,3.26,19,348.0,1918,English,61,,0
"Terry Pratchett: from birth to death, a writer",,Terry Pratchett,,4.77,13,96.0,1919,English,1,177,0
The ImagiNation Project,,Ettienne de Kock,,4.69,13,318.0,1920,English,0,,0
"Giant Book of Fantasy Tales: Fantasy Stories from the Greatest Writers of Modern Fantasy Including Clive Barker, Neil Gaiman And Many More",,Stephen Jones,Fantasy,3.93,15,512.0,1921,English,74,,0
Nameless Sins,,Nancy A. Collins,,3.93,15,430.0,1922,English,0,,0
Shadow show,,Ray Bradbury,Graphic Novels,3.28,18,128.0,1923,Italian,18,,0
"Babylon 5: Other Voices, Vol. 3",,Peter David,Babylon 5,4.46,13,417.0,1924,English,0,,0
The Oddly Compelling Art of Denis Kitchen,,Charles Brownstein,Comics,4.38,13,200.0,1925,English,0,,0
Bioluminescent: A Lunarpunk Anthology,,Justine Norton-Kertson,Fiction,4.07,14,230.0,1926,English,0,,0
The Twentieth Anniversary Nearly-Complete Essential StarChild,,James A. Owen,Comics,4.31,13,704.0,1927,English,0,48,0
What I Thought I Saw,,Kelli Bickman,Nonfiction,3.44,16,96.0,1928,English,50,,0
Kroki w nieznane: Almanach fantastyki 2012,,MirosÅaw Obarski,,3.93,14,588.0,1929,Polish,0,,0
La Terra al tramonto,,George R.R. Martin,Fantasy,3.18,17,280.0,1930,Italian,0,,0
EDGE,,J. David Spurlock,Comics,3.86,14,200.0,1931,English,0,,0
"Cemetery Dance Magazine, Issue 67",,Richard Chizmar,Horror,4.0,13,144.0,1932,English,0,52,0
Conversations with Neil Gaiman,,Joseph Michael Sommers,,4.25,12,246.0,1933,English,0,,0
As Smart as We Are,,One Ring Zero,Poetry,3.5,14,32.0,1934,English,1,96,0
Taboo #7,,Stephen R. Bissette,Comics,3.77,13,158.0,1935,B01K3H9NEI,0,,0
"Smoke and Mirrors: Screenplays, Teleplays, Stage Plays, Comic Scripts, and Treatments",,Richard Chizmar,,3.69,13,435.0,1936,English,2,101,0
The Invincible Gene Colan,,Clifford Lawrence Meth,Art,4.0,12,131.0,1937,English,36,,0
2000 A.D. Yearbook 1994,,John Wagner,Graphic Novels,4.0,12,96.0,1938,English,41,,0
"Las nuevas aventuras de The Spirit, 1 de 4",,Alan Moore,,3.62,13,54.0,1939,Spanish; Castilian,0,,0
BRAT PACK 30th Anniversary Edition: Volume Four of The King Hell Heroica,,Rick Veitch,,4.7,10,194.0,1940,English,4,8,0
Le Terre del Sogno: Il Bacio del Coyote,,Terry LaBan,,3.36,14,92.0,1941,Spanish; Castilian,8,,0
Bento: Story Art Box,,Dave McKean,,3.83,12,84.0,1942,English,1,51,0
Miriklmen Äudotvorac: Knjiga 2,,Alan Moore,Comics,3.54,13,304.0,1943,Serbian,7,,0
The Man Who Never Was,,R.A. Lafferty,Short Stories,4.18,11,384.0,1944,English,27,,0
More Tales From the Forbidden Planet,,Roz Kaveney,Fantasy,3.38,13,276.0,1945,English,0,,0
Bojeffries Terror Tome,,Alan Moore,Humor,4.0,11,64.0,1946,B0DLT4Z64M,0,,0
ÐÐ°Ð¼Ð¿Ð¸ÑÑÐºÐ¸Ðµ Ð°ÑÑÐ¸Ð²Ñ: ÐÐ½Ð¸Ð³Ð° 1. ÐÐµÑÐ¸ Ð½Ð¾ÑÐ¸,,Otto Penzler,,4.0,11,704.0,1947,Russian,2,64,0
Tales of Mirth and Woe,,Alistair Coleman,Humor,3.91,11,208.0,1948,English,0,,0
"De sang et d'encre, 17 contes inÃ©dits de Vampires",,LÃ©a Silhol,,3.91,11,309.0,1949,French,13,,0
Cherry Deluxe,,Larry Welz,Graphic Novels,3.08,13,36.0,1950,English,0,,0
Head Land,,Rodge Glass,Short Stories,3.9,10,286.0,1951,English,0,,0
,,,,,0,,1952,English,0,,0
Exotic Gothic: Forbidden Tales From Our Gothic World,,Danel Olson,,3.8,10,306.0,1953,English,0,,0
Hero Comics: A Hero Initiative Benefit Book,,Kurt Busiek,Comics,4.22,9,128.0,1954,English,0,,0
Shrouded by Darkness: Tales of Terror,,Alison L.R. Davies,Horror,4.11,9,387.0,1955,English,94,,0
Who is Magic Babe Ning?,,Ning Cai,,3.7,10,216.0,1956,English,8,,0
"Redfox, Book II: The Demon Queen",,Chris Bell,,3.6,10,,1957,English,0,,0
Legenden: Das Geheimnis von Otherland und andere Abenteuer,,Robert Silverberg,,4.0,9,458.0,1958,German,0,,0
L'Ãtrange vie de Nobody Owens,,P. Craig Russell,,4.5,8,360.0,1959,French,0,,0
Stranger Kaddish,,Clifford Lawrence Meth,Anthologies,3.5,10,81.0,1960,B01F9G276E,0,,0
Weird Tales Magazine No. 366: Sword & Sorcery Issue,,Kevin J. Anderson,Fantasy,3.89,9,,1961,English,0,,0
The PaulandStormonomicon,,Storm DiCostanzo,,3.09,11,101.0,1962,,63,,0
ÐÐ¾ÑÐ°Ð»Ð°Ð¹Ð½,,ÐÐ¸Ð» ÐÐµÐ¹Ð¼Ð°Ð½,,4.25,8,166.0,1963,Mongolian,2,,0
The Saviour,,Mark Millar,Comics,2.67,12,128.0,1964,English,0,,0
"The Best of Negative Burn, Year One",,Joe Pruett,,3.2,10,128.0,1965,English,16,,0
Iubirrre,,Dana Å¢ocu,,4.57,7,184.0,1966,Romanian,18,,0
Vauriens,,George R.R. Martin,,4.0,8,1150.0,1967,French,1,37,0
In principio. Storie crudeli della Bibbia,,Alan Moore,,3.1,10,128.0,1968,Italian,1,10,0
Flotsam Fantastique: The Souvenir Book of World Fantasy Convention 2013,,Stephen Jones,,4.83,6,320.0,1969,English,1,56,0
CBLDF Defender #1,,Charles Brownstein,Comics,3.63,8,13.0,1970,English,0,,0
"The Complete ""Omaha"" the Cat Dancer: Volumes 1-7",,Reed Waller,Comics,4.67,6,816.0,1971,English,0,33,0
L'Enigmista,,Bill Finger,Dc Comics,4.0,7,208.0,1972,Italian,0,,0
Grandes autores de Vertigo: Frank Quitely,,Frank Quitely,Comics,4.0,7,96.0,1973,English,1,36,0
BP Portrait Award 2015,,National Portrait Gallery,Art,4.0,7,88.0,1974,English,12,,0
Roarin Rick's Rare Bit Fiends,,Rick Veitch,Comics,2.8,10,,1975,English,21,,0
Neil Gaiman's Teknophage Boxed Set: Vols. 1-2,,Bryan Talbot,,3.5,8,,1976,English,15,,0
Echoes Drawings of Michael Wm Kaluta,,Michael William Kaluta,Art,3.86,7,112.0,1977,English,0,,0
Bryan Talbot: Father Of The British Graphic Novel,,Bryan Talbot,Comics,4.5,6,400.0,1978,English,8,,0
"Fantasy Tales Volume 12, #6",,Stephen Jones,,3.71,7,192.0,1979,English,0,,0
"ÎÏÏÎ»Î¿Î¹, Î¤ÏÎ¼Î¿Ï Î'",,Robert Silverberg,Fantasy,3.43,7,476.0,1980,"Greek, Modern (1453-)",24,,0
Bifrost nÂ°82 : Neil Gaiman,,Olivier Girard,,4.4,5,370.0,1981,French,13,,0
ÐÐ°Ð¼Ð¿Ð¸ÑÑ,,Clive Barker,,3.67,6,896.0,1982,Russian,6,,0
"Barron Storey's WATCH Annual 1996, Volume 2, No. 1",,Dave McKean,Comics,3.5,6,64.0,1983,B00IIB9W0M,28,,0
Haunted Shadows,,John Bolton,Art,4.2,5,51.0,1984,English,31,,0
"Fantasy & Science Fiction, January 2007",,Gordon van Gelder,,4.2,5,162.0,1985,English,18,,0
"Fantasy & Science Fiction, April 2007",,Gordon van Gelder,,4.2,5,162.0,1986,English,15,,0
